,title,awards.wins,imdb.rating,id
20316,Singham,3,6.7,18688
20317,The Dirty Picture,15,6.7,18689
20318,Patatje Oorlog,1,6.1,18690
20319,White Frog,2,6.8,18691
20320,Homevideo,15,7.5,18692
20321,Leafie a Hen Into the Wild,1,7.1,18693
20322,Hit 'n Strum,3,7.2,18694
20323,Tio Papi,1,6.9,18695
20324,Magic Beyond Words: The JK Rowling Story,4,6.6,18696
20325,Into the Abyss,4,7.3,18697
20326,Queen: Days of Our Lives,0,8.5,18698
20327,Fraktus - Das letzte Kapitel der Musikgeschichte,0,7.1,18699
20328,Pain & Gain,0,6.5,18700
20329,Putzel,2,6.4,18701
20330,It's a Disaster,3,6.5,18702
20331,Neighbors,5,6.4,18703
20333,Spinning Plates,3,7.1,18704
20334,El aèo del tigre,1,5.9,18705
20335,The Last Exorcism Part II,2,4.0,18706
20336,A Perfect Plan,4,6.3,18707
20337,The New Watchdogs,0,7.4,18708
20338,Red Hook Summer,0,5.0,18709
20339,Lore,30,7.1,18710
20340,Breathe In,0,6.4,18711
20341,The Adopted,1,6.7,18712
20342,Scenic Route,0,6.6,18713
20343,Closer to the Moon,9,7.7,18714
20344,Home from Home: Chronicle of a Vision,8,7.9,18715
20345,Crulic - drumul spre dincolo,14,7.6,18716
20346,Trailer Park Jesus,5,6.7,18717
20347,Jellyfish Eyes,0,5.7,18718
20348,Warriors of the Rainbow: Seediq Bale,9,7.5,18719
20349,Le grand soir,3,5.9,18720
20350,Either Way,6,6.7,18721
20351,Tchoupitoulas,5,6.5,18722
20353,After Fall Winter,1,6.6,18723
20354,Storage 24,0,4.4,18724
20355,The Artist and the Model,3,6.6,18725
20356,Chernobyl Diaries,0,5.0,18726
20357,Il Futuro,3,5.8,18727
20358,Blue Caprice,2,6.0,18728
20359,Laggies,1,6.4,18729
20360,Begin Again,4,7.5,18730
20361,Housefull 2,9,5.1,18731
20362,Holy Flying Circus,1,7.2,18732
20365,The Man from the Future,2,7.2,18733
20366,And While We Were Here,0,5.6,18734
20367,Somewhere I Have Never Travelled,0,7.0,18735
20368,Policeman,10,6.2,18736
20369,Schlussmacher,3,5.6,18737
20370,Gerhard Richter - Painting,2,7.1,18738
20372,First Position,6,7.6,18739
20373,Identity Thief,1,5.7,18740
20374,Kung Fu Panda: Secrets of the Masters,1,6.9,18741
20375,Excision,10,6.1,18742
20376,Pandora's Promise,1,7.3,18743
20377,My Tomorrow,1,4.8,18744
20378,Devoured,2,5.4,18745
20379,Dawn Rider,1,4.8,18746
20380,Forever's End,2,5.5,18747
20381,Violeta Went to Heaven,11,7.3,18748
20382,The Unspeakable Act,1,5.9,18749
20383,Tom and Jerry & The Wizard of Oz,1,6.5,18750
20384,Century of Birthing,2,7.1,18751
20385,The Two Faces of January,0,6.2,18752
20386,The 33,1,7.2,18753
20387,Redemption Trail,6,7.6,18754
20388,Guardians of the Galaxy,44,8.1,18755
20389,Smiley,0,3.5,18756
20390,Downloaded,0,6.8,18757
20391,Call Girl,8,6.6,18758
20392,The Man Who Shook the Hand of Vicente Fernandez,1,6.1,18759
20393,Tai Chi Zero,0,6.1,18760
20394,The Young and Prodigious T.S. Spivet,4,7.1,18761
20395,Pitch Perfect,6,7.3,18762
20396,Stolen Seas,2,7.1,18763
20397,Jesse Stone: Benefit of the Doubt,0,7.0,18764
20398,Keep the Lights On,5,6.3,18765
20399,The Smurfs 2,0,5.4,18766
20400,All Is Lost,7,6.9,18767
20401,The Rise,0,6.5,18768
20402,Mosquita y Mari,0,5.9,18769
20403,Resolution,1,6.2,18770
20404,Atlas Shrugged II: The Strike,0,5.5,18771
20405,Austenland,0,6.2,18772
20407,Dead Before Dawn 3D,0,4.9,18773
20408,El Gringo,0,5.4,18774
20409,Robot & Frank,2,7.1,18775
20410,Wolf Creek 2,4,6.1,18776
20411,The Frozen Ground,0,6.4,18777
20412,A Fantastic Fear of Everything,0,5.9,18778
20413,Papadopoulos & Sons,1,6.1,18779
20414,Nuit #1,4,6.4,18780
20415,Camille Claudel 1915,5,6.5,18781
20416,The Broken Circle Breakdown,33,7.8,18782
20417,Bumblefuck USA,0,4.6,18783
20419,A Most Wanted Man,2,6.8,18784
20420,General Education,1,4.3,18785
20421,Rurouni Kenshin,0,7.6,18786
20422,The Last Fall,1,5.3,18787
20423,Sanatorium,1,4.9,18788
20424,Hindsight,0,6.4,18789
20425,Catatan (Harian) si Boy,0,7.3,18790
20426,Paradise Lost 3: Purgatory,5,8.1,18791
20427,Desi Boyz,2,5.6,18792
20428,Exists,1,5.2,18793
20429,The Dancer,0,7.2,18794
20430,Fat Kid Rules the World,1,6.4,18795
20431,Mission Blue,0,7.9,18796
20432,A Simple Life,34,7.6,18797
20433,The Kitchen,1,5.0,18798
20434,Things from Another World,0,5.4,18799
20435,Journey to the West,2,6.8,18800
20436,A Christmas Wedding Tail,0,4.5,18801
20437,War of the Arrows,7,7.2,18802
20438,Justice League: Doom,5,7.5,18803
20439,Deadly Sisters,1,5.5,18804
20440,Furious,2,6.1,18805
20441,Thor: The Dark World,2,7.1,18806
20442,Cloudy with a Chance of Meatballs 2,0,6.5,18807
20443,My Name Is Ki,1,6.0,18808
20444,Computer Chess,2,6.3,18809
20445,The Wind Rises,35,7.8,18810
20446,Diary of a Wimpy Kid: Dog Days,2,6.4,18811
20447,Mama,12,6.2,18812
20448,Druid Peak,5,7.3,18813
20449,The Reluctant Fundamentalist,3,6.9,18814
20450,Hatfields & McCoys,15,8.1,18815
20451,Chained,3,6.4,18816
20452,In Another Country,0,6.4,18817
20453,Tower Block,1,5.9,18818
20454,Laugh at My Pain,1,7.5,18819
20455,Rafa,1,6.2,18820
20456,Pastorela,7,6.3,18821
20457,Monsieur Lazhar,30,7.5,18822
20459,The Olsen Gang in Deep Trouble,0,5.1,18823
20460,Altergeist,0,3.9,18824
20461,Werewolf: The Beast Among Us,0,5.1,18825
20462,Digging Up the Marrow,1,5.8,18826
20463,Force,2,6.1,18827
20464,Would You Rather,0,5.8,18828
20465,Radio Rebel,1,6.3,18829
20467,Side by Side,0,7.7,18830
20468,Back to Stay,11,6.1,18831
20469,A One-Way Trip to Antibes,1,6.0,18832
20470,Sightseers,11,6.5,18833
20472,Mood Indigo,1,6.5,18834
20473,The Tsunami and the Cherry Blossom,3,7.7,18835
20474,Far Out Isn't Far Enough: The Tomi Ungerer Story,6,7.6,18836
20475,The Island President,3,7.3,18837
20476,Machete Kills,1,5.6,18838
20477,Banshee Chapter,1,5.5,18839
20478,Sun Don't Shine,3,6.3,18840
20479,12 Years a Slave,267,8.1,18841
20480,Beauty Is Embarrassing,0,7.5,18842
20481,Girls Against Boys,1,4.8,18843
20482,Starlet,5,6.7,18844
20484,11 Flowers,0,7.0,18845
20485,Penance,1,7.2,18846
20486,New Kids Nitro,5,5.9,18847
20487,The Backwater Gospel,1,7.8,18848
20488,Ramin,0,7.6,18849
20489,Planet of Snail,3,7.2,18850
20490,The Railway Man,7,7.1,18851
20491,Muhammad Ali's Greatest Fight,3,6.8,18852
20492,Smashed,0,6.8,18853
20493,A Band Called Death,2,7.5,18854
20494,The Strange History of Don't Ask Don't Tell,0,7.4,18855
20495,Cottage Country,0,5.5,18856
20496,China Heavyweight,3,5.8,18857
20497,A Dark Truth,1,5.6,18858
20498,Upstream Color,4,6.8,18859
20499,Big Boys Gone Bananas!*,1,7.6,18860
20500,McFarland USA,1,7.5,18861
20501,The Physician,0,7.2,18862
20502,My Awkward Sexual Adventure,4,6.1,18863
20503,The Comedy,1,6.5,18864
20504,Wild Horse Wild Ride,1,7.2,18865
20505,Jason Becker: Not Dead Yet,8,8.0,18866
20506,Five Broken Cameras,17,7.9,18867
20508,I Declare War,1,6.0,18868
20509,Das Leben ist nichts fèr Feiglinge,4,6.7,18869
20510,A Story of Yonosuke,0,7.8,18870
20511,Scooby-Doo! Music of the Vampire,0,6.5,18871
20512,Fear Clinic,0,5.6,18872
20514,Southwest,13,7.3,18873
20515,Nightfall,2,6.5,18874
20516,The Wooden Bridge,0,5.7,18875
20517,Yeh Jawaani Hai Deewani,24,6.8,18876
20518,English Vinglish,8,7.9,18877
20519,The Fruit Hunters,1,6.6,18878
20520,Boy Eating the Bird's Food,10,6.5,18879
20521,Beside Still Waters,1,6.4,18880
20522,So It Goes,3,6.8,18881
20523,The Towrope,5,6.7,18882
20524,Proxy,0,5.7,18883
20525,Cosimo and Nicole,6,6.3,18884
20526,The Golden Dream,32,7.7,18885
20527,Rose,14,7.6,18886
20528,The Story of Film: An Odyssey,0,8.3,18887
20529,Synchronicity,1,6.7,18888
20530,From Above,9,6.2,18889
20531,Super Demetrios,2,6.5,18890
20532,To the Arctic 3D,1,6.5,18891
20533,May I Kill U?,1,5.4,18892
20534,Nameless Gangster: Rules of the Time,3,7.2,18893
20535,The Best Man Holiday,3,6.7,18894
20536,Lovely Man,4,7.0,18895
20537,Everyone's Going to Die,0,7.0,18896
20538,Fort Bliss,4,6.3,18897
20539,Hours,0,6.5,18898
20540,The Bullet Vanishes,2,6.6,18899
20541,Special ID,0,5.5,18900
20542,Maximum Conviction,1,4.9,18901
20543,Atomic Age,2,6.0,18902
20544,The Gruffalo's Child,2,6.9,18903
20546,Snow in Paradise,0,4.5,18904
20547,Adam and Dog,2,6.9,18905
20548,Let It Shine,4,6.5,18906
20549,Khiladi 786,1,4.2,18907
20550,Dormant Beauty,8,6.3,18908
20551,Lost and Beautiful,3,6.6,18909
20552,Hammer of the Gods,0,4.5,18910
20553,History of the Eagles Part One,3,8.1,18911
20554,About Time,3,7.8,18912
20556,Islands,1,6.3,18913
20557,Italy: Love It or Leave It,1,6.5,18914
20558,Glen Campbell: I'll Be Me,4,8.0,18915
20559,The Lesser Blessed,1,6.1,18916
20560,Follow Me: The Yoni Netanyahu Story,2,6.4,18917
20561,The Viral Factor,3,6.0,18918
20562,Dragons: Gift of the Night Fury,0,7.6,18919
20563,Lycka till och ta hand om varandra,1,6.3,18920
20565,Escape,0,6.1,18921
20566,My Brother the Devil,9,6.6,18922
20568,Of Snails and Men,1,7.3,18923
20569,The Imitation Game,53,8.1,18924
20570,Amen,0,5.6,18925
20571,What Richard Did,11,6.3,18926
20572,Escape Fire: The Fight to Rescue American Healthcare,5,7.1,18927
20573,Mother of George,8,6.2,18928
20574,Svend,0,7.5,18929
20575,Mea Maxima Culpa: Silence in the House of God,8,8.0,18930
20576,The Taiwan Oyster,0,6.0,18931
20577,The House I Live In,3,7.9,18932
20578,Speed: In Search of Lost Time,0,6.8,18933
20579,The Extreme Tragic Story of Celal Tan and His Family,1,6.5,18934
20580,Batman: The Dark Knight Returns Part 2,1,8.4,18935
20581,The Men Who Built America,6,8.6,18936
20582,Red Knot,1,5.1,18937
20583,Real Playing Game,0,4.2,18938
20584,Pink Ribbons Inc.,0,7.3,18939
20585,King Kelly,2,5.1,18940
20586,Gun Hill,4,6.9,18941
20587,Key of Life,4,7.4,18942
20588,Herman's House,1,6.1,18943
20589,Rat King,0,5.2,18944
20591,Dumb and Dumber To,1,5.8,18945
20592,Here Comes the Devil,6,5.7,18946
20593,For No Good Reason,0,6.9,18947
20594,Black Out,0,6.4,18948
20595,The Woman Who Wasn't There,0,6.8,18949
20596,Beasts of the Southern Wild,100,7.3,18950
20597,Almost 18,3,6.2,18951
20598,Horrible Bosses 2,1,6.4,18952
20599,90 Minutes,2,6.2,18953
20600,The Strange Case of Wilhelm Reich,0,5.8,18954
20601,Lions,2,5.4,18955
20602,Sex Drugs & Taxation,4,6.6,18956
20603,Laddaland,6,6.3,18957
20604,Holy Motors,36,7.1,18958
20605,Terms and Conditions May Apply,3,7.4,18959
20606,Of Two Minds,1,6.8,18960
20607,My Straight Son,1,7.5,18961
20609,Mèbius,0,6.1,18962
20610,Kings Point,0,6.7,18963
20611,I Know That Voice,1,7.5,18964
20612,Booker's Place: A Mississippi Story,1,7.7,18965
20613,The Mule,0,6.3,18966
20614,Exit Elena,0,7.0,18967
20615,Saving Mr. Banks,12,7.5,18968
20616,Muirhouse,1,4.5,18969
20617,Bad Words,2,6.7,18970
20618,The Monuments Men,3,6.1,18971
20620,Crowsnest,0,3.8,18972
20621,Shahid,9,8.4,18973
20622,Premature,0,5.9,18974
20623,Houston,2,5.5,18975
20624,Welcome to the Jungle,1,5.0,18976
20625,Mig èger ingen,1,6.8,18977
20626,Les petits princes,0,6.2,18978
20627,Chainsaw Maid,0,6.9,18979
20628,Mardock Scramble: The Second Combustion,0,6.2,18980
20629,Tale of a Forest,1,6.9,18981
20630,Palme,2,7.7,18982
20631,Open Grave,0,6.3,18983
20632,Frozen Planet,10,9.2,18984
20633,Spring Breakers,15,5.3,18985
20634,Artificial Paradises,4,6.5,18986
20635,V/H/S,0,5.8,18987
20636,Vietnam in HD,2,8.2,18988
20637,Chennai Express,28,5.9,18989
20638,Dabangg 2,6,5.0,18990
20639,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,6,7.1,18991
20640,The Last Elvis,15,7.0,18992
20641,Searching for Sugar Man,43,8.2,18993
20642,The Color of Time,0,4.7,18994
20643,Two Night Stand,0,6.4,18995
20644,Found,18,5.8,18996
20645,Drug War,7,7.0,18997
20646,Humano,0,8.0,18998
20647,Cut!,4,6.4,18999
20648,The Kings of Summer,4,7.2,19000
20649,è moi seule,1,6.0,19001
20650,Prince Avalanche,3,6.4,19002
20651,Rust and Bone,36,7.5,19003
20652,Meet the Fokkens,3,6.5,19004
20653,Wonder Women! The Untold Story of American Superheroines,0,7.5,19005
20654,The Flat,7,6.9,19006
20655,Fanatics,1,6.2,19007
20656,Marina Abramovic: The Artist Is Present,7,7.9,19008
20657,The Invisible Men,1,7.0,19009
20658,The Worst Week of My Life,2,5.7,19010
20659,Sleepwalk with Me,3,6.8,19011
20660,Starship Troopers: Invasion,0,5.9,19012
20661,Curfew,20,7.9,19013
20662,The Atomic States of America,0,6.3,19014
20663,L,0,5.4,19015
20665,Death of a Man in the Balkans,1,7.4,19016
20666,Little Black Spiders,0,6.2,19017
20667,Shut Up and Play the Hits,0,7.4,19018
20668,Prora,2,7.5,19019
20669,Wolf Children,19,8.2,19020
20671,Wagner's Dream,0,7.4,19021
20672,To Be Takei,0,6.9,19022
20673,The Longest Daycare,0,7.3,19023
20674,For a Woman,1,6.4,19024
20675,Remote Area Medical,3,5.8,19025
20676,The Old Man,0,7.1,19026
20677,Faro,1,5.7,19027
20680,The Counselor,4,5.4,19028
20681,Kokowèèh 2,1,5.5,19029
20682,Shun Li and the Poet,16,7.3,19030
20683,Mann tut was Mann kann,0,6.0,19031
20684,The End,1,4.9,19032
20685,The Foster Boy,3,7.3,19033
20686,Bablo,0,6.5,19034
20688,Stockholm East,2,6.1,19035
20689,Toad Road,3,5.1,19036
20690,Barfi!,34,8.2,19037
20691,Unbowed,1,6.8,19038
20692,Room 237,3,6.3,19039
20693,Big Game,1,5.5,19040
20694,Seal Team Six: The Raid on Osama Bin Laden,4,5.6,19041
20696,Tepenin Ardi,25,7.2,19042
20697,This Ain't California,2,7.3,19043
20698,Walesa: Man of Hope,3,6.6,19044
20699,How to Survive a Plague,19,7.5,19045
20700,Charles Bradley: Soul of America,0,7.6,19046
20701,Young and Wild,4,6.2,19047
20702,Zaytoun,3,6.6,19048
20703,Life's a Breeze,3,6.3,19049
20704,Vazhakku Enn 18/9,5,8.0,19050
20705,The Pervert's Guide to Ideology,0,7.6,19051
20706,Turning Tide,1,6.3,19052
20707,Student of the Year,5,5.5,19053
20708,Metallica Through the Never,1,7.2,19054
20710,We Are Legion: The Story of the Hacktivists,0,7.4,19055
20711,The Rocket,29,7.4,19056
20712,Empire of Dirt,4,7.0,19057
20713,The Little Ghost,1,5.8,19058
20714,Brasserie Romantiek,1,5.8,19059
20715,And They Call It Summer,2,4.6,19060
20716,Age of Uprising: The Legend of Michael Kohlhaas,4,6.1,19061
20717,You Are the Apple of My Eye,3,7.8,19062
20718,The Pact,0,5.8,19063
20719,Inside Llewyn Davis,63,7.4,19064
20720,Grand Piano,5,5.9,19065
20721,Men to Kiss,5,4.9,19066
20722,Europa Report,0,6.5,19067
20723,80 Millions,1,6.7,19068
20724,Mistletoe Over Manhattan,0,6.1,19069
20725,Tumult,2,7.2,19070
20726,Populaire,1,6.9,19071
20727,Temptation: Confessions of a Marriage Counselor,1,4.8,19072
20730,Lad: A Yorkshire Story,8,8.1,19073
20731,Ethel,11,7.8,19074
20732,Aya of Yop City,0,6.5,19075
20733,Rowdy Rathore,5,5.7,19076
20734,The King of Pigs,3,6.6,19077
20736,The Returned,1,5.9,19078
20737,Dead Man's Burden,1,5.3,19079
20739,Emperor,1,6.5,19080
20740,Amor?,1,6.7,19081
20742,The Practice of Beauty,0,7.3,19082
20743,Comme des frères,0,6.4,19083
20744,Monica Z,5,7.0,19084
20745,Back to 1942,24,6.9,19085
20746,Ping Pong,1,7.2,19086
20747,Let the Fire Burn,6,7.9,19087
20748,West of Memphis,2,7.9,19088
20749,Renoir,2,6.5,19089
20750,Rommel,1,6.4,19090
20751,Calm at Sea,4,6.6,19091
20753,Spirit,1,7.4,19092
20754,Caesar Must Die,16,7.3,19093
20755,Reis e Ratos,1,4.8,19094
20756,Una noche,12,6.9,19095
20757,Battle Ground,1,4.8,19096
20758,It Boy,1,6.4,19097
20759,Escape from Tomorrow,2,5.2,19098
20760,A Promise,1,5.7,19099
20761,Teenage,0,6.4,19100
20762,Les manèges humains,0,6.5,19101
20763,Barbie in a Mermaid Tale 2,0,5.6,19102
20765,Gentlemen,3,6.2,19103
20766,The Longest Week,0,5.4,19104
20767,Anytime Anywhere,5,7.9,19105
20768,The Third Half,1,8.0,19106
20769,Soundbreaker,0,7.3,19107
20770,The King Is Dead!,1,5.5,19108
20771,Saheb Biwi Aur Gangster,0,7.2,19109
20772,J.A.C.E.,4,6.9,19110
20773,Looking for Maria Sanchez,1,7.3,19111
20774,Ballroom Dancer,1,7.2,19112
20775,Rising from Ashes,12,7.3,19113
20776,Dead Europe,2,5.4,19114
20777,From Dad to Son,1,6.9,19115
20778,El Nièo,12,6.5,19116
20779,Mad Ship,2,6.2,19117
20780,A Common Man,1,4.7,19118
20781,Unter Umstènden verliebt,0,6.3,19119
20782,Transformers: Age of Extinction,5,5.8,19120
20783,The Inevitable Defeat of Mister & Pete,1,7.5,19121
20784,Vysotskiy. Spasibo chto zhivoy,2,6.7,19122
20785,Detropia,8,6.6,19123
20787,Stalled,1,4.7,19124
20788,Umbkotid,0,6.0,19125
20790,My Grandfather's People,1,8.0,19126
20791,Two Hundred Thousand Dirty,1,7.1,19127
20792,Subramaniapuram,3,7.7,19128
20793,In Fear,0,5.5,19129
20794,The End of Time,1,5.8,19130
20796,Cold War,12,6.7,19131
20797,Pernicious,2,5.8,19132
20798,Neighboring Sounds,31,7.1,19133
20799,Grown Ups 2,5,5.4,19134
20800,The Elevator: Three Minutes Can Change Your Life,1,4.4,19135
20801,Flicka: Country Pride,0,6.0,19136
20802,Found Memories,20,7.1,19137
20803,Diana Vreeland: The Eye Has to Travel,1,7.4,19138
20804,Photographic Memory,1,6.7,19139
20805,Business Man,4,7.2,19140
20806,The Other Son,2,7.4,19141
20807,Shining Night: A Portrait of Composer Morten Lauridsen,3,8.8,19142
20808,Hansel & Gretel Get Baked,0,4.3,19143
20809,Loves Her Gun,1,4.7,19144
20810,When Day Breaks,2,7.2,19145
20811,Inside Out,1,8.6,19146
20812,Hit and Run,1,6.1,19147
20813,Knight of Cups,2,7.1,19148
20814,Cabin Fever: Patient Zero,0,4.5,19149
20815,Adore,1,6.2,19150
20817,Louis C.K.: Live at the Beacon Theater,0,8.4,19151
20818,Ginger & Rosa,4,6.3,19152
20819,Bestiaire,0,6.7,19153
20820,10 Cent Pistol,1,5.0,19154
20821,Jab Tak Hai Jaan,12,6.9,19155
20822,Carmina or Blow Up,4,6.3,19156
20823,Silent Ones,7,6.7,19157
20824,Summer in February,1,5.6,19158
20825,Living,3,7.3,19159
20826,The Ambassador,2,7.3,19160
20828,13 Sins,0,6.3,19161
20829,No,12,7.4,19162
20830,Postman Pat: The Movie,0,4.6,19163
20831,Hello I Must Be Going,1,6.2,19164
20832,Web Junkie,0,6.3,19165
20833,Silenced,3,7.9,19166
20834,The Invisible Front,1,8.1,19167
20835,The Substance: Albert Hofmann's LSD,1,7.0,19168
20837,Runoff,0,5.5,19169
20838,Pieces of Talent,4,6.1,19170
20840,The Girl and Death,5,6.3,19171
20841,Dawn of the Planet of the Apes,15,7.7,19172
20842,Radiostars,2,6.0,19173
20843,The Taste of Money,0,5.8,19174
20844,Bad Hair Friday,0,6.9,19175
20845,Thale,1,5.6,19176
20846,Victor and the Secret of Crocodile Mansion,1,6.2,19177
20847,The Wee Man,2,5.9,19178
20848,Beduin,2,6.6,19179
20850,San Andreas,0,6.4,19180
20851,Xingu,5,7.1,19181
20852,Tabu,21,7.3,19182
20853,Marfa Girl,1,5.4,19183
20854,Finding Mr. Right,9,6.4,19184
20855,Smè citroner gula,0,6.0,19185
20856,Aujourd'hui,1,6.4,19186
20858,Song One,0,5.8,19187
20859,Gulf Stream Under the Iceberg,2,6.5,19188
20860,The Disciple,2,6.7,19189
20861,8:46,3,6.1,19190
20862,Side Effects,0,7.1,19191
20863,Manborg,1,5.7,19192
20864,La vida precoz y breve de Sabina Rivas,5,6.8,19193
20865,Courage,5,6.8,19194
20866,Sister,10,7.1,19195
20868,Border Run,0,4.2,19196
20869,Shanghai,2,7.3,19197
20870,Still Mine,5,7.4,19198
20871,It's Such a Beautiful Day,15,8.4,19199
20872,Ashley,3,5.5,19200
20873,Eat Sleep Die,9,6.6,19201
20874,The Temple,3,8.2,19202
20875,Downeast,0,6.9,19203
20876,Call Me Kuchu,14,7.6,19204
20877,Down and Dangerous,3,5.1,19205
20878,The Revisionaries,2,6.9,19206
20880,Gayby,3,6.1,19207
20881,Paranormal Activity 4,2,4.6,19208
20882,Stateless Things,0,6.3,19209
20883,Under African Skies,9,7.6,19210
20884,We're Not Broke,1,7.2,19211
20885,Father's Chair,3,6.7,19212
20886,White Elephant,0,6.5,19213
20887,High Tech Low Life,5,7.3,19214
20890,All About My Wife,2,6.6,19215
20892,Into the Woods,12,6.0,19216
20894,Isdraken,1,6.0,19217
20895,Landmine Goes Click,2,7.6,19218
20896,Child's Pose,14,7.5,19219
20897,The Almost Man,2,5.9,19220
20898,The Neighbors,1,6.4,19221
20899,A Glimpse Inside the Mind of Charles Swan III,0,4.8,19222
20900,Old Fashioned,3,5.7,19223
20901,Gloriously Wasted,1,4.3,19224
20902,Bertsolari,1,7.0,19225
20903,Something from Nothing: The Art of Rap,1,7.1,19226
20904,Shanghai Calling,3,6.3,19227
20905,An Oversimplification of Her Beauty,1,6.0,19228
20906,009 Re: Cyborg,0,5.9,19229
20907,A Bottle in the Gaza Sea,0,7.2,19230
20908,The Scapegoat,0,7.2,19231
20909,Only the Young,4,6.3,19232
20911,The Easy Way Out,0,5.2,19233
20912,Ice Age: A Mammoth Christmas,0,6.5,19234
20913,Anton Corbijn Inside Out,1,7.1,19235
20914,The Patrol,1,4.2,19236
20915,Matru ki Bijlee ka Mandola,0,5.8,19237
20916,Codebreaker,0,7.0,19238
20917,Nailbiter,4,4.3,19239
20919,The Queen of Versailles,10,7.1,19240
20920,Stitches,2,5.7,19241
20921,The Stone Roses: Made of Stone,0,7.2,19242
20922,Graceland,2,6.7,19243
20923,Gimme the Loot,4,6.6,19244
20924,Mass Effect: Paragon Lost,0,5.9,19245
20925,Wither,1,5.1,19246
20926,Stars Above,1,6.5,19247
20927,Le monde doit m'arriver?,5,7.9,19248
20928,Getaway,0,4.4,19249
20929,Empire State,0,5.2,19250
20930,Maps to the Stars,8,6.3,19251
20931,Deranged,2,6.3,19252
20932,Highway of Tears,1,8.7,19253
20933,I Will Follow You Into the Dark,1,4.5,19254
20934,Patch Town,2,5.4,19255
20935,Finding Fela!,0,6.8,19256
20936,Coldwater,4,6.4,19257
20938,Doppelgènger Paul,2,6.8,19258
20939,Last Call at the Oasis,2,7.3,19259
20940,Arcadia,3,6.1,19260
20941,Any Day Now,12,7.5,19261
20942,It's in the Blood,5,4.7,19262
20943,Zarafa,0,6.7,19263
20944,Armed Response,1,5.2,19264
20945,The Hijack That Went South,0,5.5,19265
20946,Shell,7,6.4,19266
20947,Putin's Kiss,2,6.5,19267
20948,Blowfish,0,7.0,19268
20949,Augustine,4,6.0,19269
20950,Antiviral,4,5.6,19270
20951,Tammy,1,4.8,19271
20953,Schutzengel,1,5.8,19272
20954,The Final Girls,1,7.5,19273
20955,The Invisible War,10,7.6,19274
20956,Estamos Juntos,16,5.6,19275
20957,God Help the Girl,3,6.4,19276
20958,56 Up,0,7.9,19277
20959,Dancing on the Edge,5,7.4,19278
20960,Happy Valley,1,7.0,19279
20961,What's in a Name?,2,7.3,19280
20962,Fanie Fourie's Lobola,2,6.5,19281
20963,Legenda No. 17,0,7.8,19282
20964,The Dragonphoenix Chronicles: Indomitable,4,6.6,19283
20965,Earth to Echo,2,5.8,19284
20966,The Dark Horse,22,8.0,19285
20967,Short Stories,0,7.1,19286
20968,Above Dark Waters,1,6.6,19287
20969,Mato Sem Cachorro,0,6.0,19288
20970,Expecting,0,5.1,19289
20971,Watchers of the Sky,3,6.7,19290
20972,Ultrasonic,1,7.0,19291
20973,Teacher of the Year,5,5.4,19292
20974,Love Marilyn,1,7.3,19293
20975,Her Master's Voice,1,7.5,19294
20976,Hannah's Law,0,5.0,19295
20977,Trouble with the Curve,2,6.8,19296
20978,Starry Starry Night,4,6.9,19297
20979,Haute Cuisine,0,6.4,19298
20980,Raze,2,5.1,19299
20981,Elsa & Fred,1,6.5,19300
20982,Shock Head Soul,0,5.5,19301
20983,Mockingbird Lane,0,7.6,19302
20984,These Birds Walk,5,6.9,19303
20985,Electrick Children,4,6.9,19304
20986,The Pretty One,2,6.3,19305
20987,Red Flag,0,5.3,19306
20988,Things We Do for Love,0,6.0,19307
20989,St. Vincent,8,7.3,19308
20990,Life in a Fishbowl,15,7.7,19309
20991,Gideon's Army,3,7.7,19310
20992,American Sniper,12,7.4,19311
20993,Im Sommer wohnt er unten,3,8.4,19312
20995,Frost,0,3.7,19313
20996,The Purge,1,5.6,19314
20997,Safelight,0,5.8,19315
20999,The Judgement,0,7.0,19316
21000,A Teacher,1,4.9,19317
21002,Fuck Up,0,5.8,19318
21003,Transcendence,2,6.3,19319
21004,One Mile Away,1,6.6,19320
21005,Vishwaroopam,2,8.8,19321
21007,Eyjafjallajèkull,1,5.4,19322
21008,Concepcièn Arenal la visitadora de cèrceles,0,7.3,19323
21009,The Noble Family,2,7.4,19324
21010,Bwakaw,16,7.2,19325
21011,2016: Obama's America,0,5.1,19326
21012,Two Men in Town,0,5.6,19327
21013,Halo 4: Forward Unto Dawn,6,7.1,19328
21014,George Lopez: It's Not Me It's You,0,5.6,19329
21015,Platinum Data,0,5.6,19330
21016,The Conductor,1,6.5,19331
21017,Ego,0,6.2,19332
21018,The Selfish Giant,14,7.3,19333
21019,Death by China,1,6.0,19334
21020,Big Bad Wolves,17,6.8,19335
21022,Liv & Ingmar,0,7.4,19336
21024,Trudno byt bogom,9,6.5,19337
21025,Julayi,0,7.1,19338
21027,Ape,2,5.4,19339
21028,No Place on Earth,2,6.9,19340
21029,McCullin,3,8.1,19341
21030,Rio 2,1,6.4,19342
21031,Underground: The Julian Assange Story,1,6.8,19343
21032,Saheb Biwi Aur Gangster Returns,3,6.9,19344
21033,Het Bombardement,1,3.8,19345
21034,Somm,1,7.0,19346
21035,Generation Iron,6,7.2,19347
21036,Amma Lo-Fi,1,7.4,19348
21037,Hiver nomade,6,7.6,19349
21038,Family Way,5,6.7,19350
21039,The Landlords,1,6.1,19351
21040,Swung,0,5.9,19352
